,Soil volumetric water content:,Soil el. conductivity:,Soil Oxygen:,PAR:,Shortwave irradiance:,Mean solar irradiance:,Precipitation since last meas.:,Lightnings since last measurement:,Gust wind speed:,Wind direction (rel. to N):,Average air temp.:,Vapour pressure:,Atmospheric pressure:,Vapour pressure deficit:,Rel. air humidity:,Station X axis orientation:,Leaf humidity:,Soil pH:,Soil humidity NPK:,Soil temp. NPK:,Soil el. conductivity NPK:,Soil Potassium:,Location(lat long alt):,Soil temp. 10cm:,Soil temp 50cm:,Soil temp 80cm:,Surface temp. object:,Air temp.:,Air humidity:,CO2 in air:,Light intensity:,Soil humidity1:,Soil humidity2:,Raindrops2:,Raindrops3:,Spectr. Violet:,Spectr. Blue:,Spectr. Green:,Spectr. Orange:,Spectr. Red:
811,0.105,108.4165,23.1854,552.6464,320.5212,289.0,0.0,0.0,1.9325,261.6,14.0,1.438,101.99,0.167,92.073,-0.45,51.757,6.315,5.18,10.9,5.22,8.277833333,44.176,19.375,21.75,20.5,10.442,12.409,99.453,0.0,65536.0,0.0,60.0,1.0,0.0,65535.0,60310.5,65535.0,65535.0,52320.0
813,0.1055,106.75,23.04033333,1335.295,540.0445,618.0,0.0,0.0,2.715,192.84,20.2,1.422,101.97,1.048333333,59.0504,-0.585714286,1.351333333,6.306,10.667,15.325,5.911,9.6,44.17605,19.05,21.688,20.375,18.23,20.135,66.496,0.0,65536.0,0.0,57.66666667,0.0,0.0,65535.0,63090.66667,65535.0,65535.0,54118.33333
814,0.106,108.0,22.81675,1587.69,672.194,751.5,0.0,0.0,2.724,61.2,21.725,1.2525,101.965,1.34825,48.14275,-0.58,1.135,6.307142857,11.17766667,19.28,6.6002,10.6,44.176,19.0,21.625,20.313,19.5,23.794,51.05633333,0.0,65536.0,0.0,58.0,0.0,0.0,65535.0,63933.5,65535.0,65535.0,54732.0
872,0.108666667,94.75025,22.185,0.058666667,0.0,0.0,0.0,0.0,4.2525,139.45,20.1,1.6125,101.54,0.759,68.3885,-0.54,1.5678,6.415,0.0,17.375,5.511,8.91675,44.176,21.042,20.719,19.9065,19.89666667,20.667,66.71966667,0.0,65536.0,0.0,58.66666667,0.0,0.0,65535.0,64240.0,65535.0,65535.0,56098.0
875,0.1085,91.88866667,22.50566667,0.11,0.0,0.0,0.0,0.0,1.89,144.9,18.15,1.6025,101.5266667,0.46275,75.658,-0.5,1.622,6.38,0.0,14.7,5.0532,8.0,44.176,21.125,20.75,20.188,17.34,17.8815,80.08,0.0,65536.0,0.0,59.33333333,0.0,0.0,65535.0,63942.0,65535.0,65535.0,55968.5
876,0.109,92.0,22.5412,0.0375,0.0,0.0,0.0,0.0,2.484,153.54,17.95,1.6,101.512,0.4555,77.90866667,-0.46,1.622,6.3725,0.0,14.475,4.966666667,8.0,44.176,21.094,20.813,20.25,16.57,17.18366667,84.11,0.0,65536.0,0.0,59.25,0.0,0.0,65535.0,63780.66667,65535.0,65535.0,55876.0
877,0.109,92.0,22.58075,0.011,0.0,0.0,0.0,0.0,2.8775,158.3,17.9,1.606666667,101.4066667,0.4295,78.3175,-0.5,1.757,6.3654,0.0,14.1,4.8835,7.889,44.176,21.0,20.875,20.313,16.17,16.59666667,85.39625,0.0,65536.0,0.0,59.66666667,0.0,0.0,65535.0,63617.0,65535.0,65535.0,55801.8
879,0.109,91.41675,22.65025,0.007333333,0.0,0.0,0.0,0.0,1.14,55.775,16.5,1.585,101.4716667,0.304,84.365,-0.5,4.1215,6.363333333,0.0,13.15,4.7268,7.666666667,44.176,20.7815,20.92225,20.375,15.67,15.9605,88.662,0.0,65536.0,0.0,60.0,0.0,0.0,65535.0,63527.0,65535.0,65535.0,55697.66667
880,0.109,90.9165,22.6806,0.0045,0.0,0.0,0.0,0.0,1.49,86.5,15.96,1.582,101.475,0.229,87.5245,-0.56,7.838,6.36575,0.0,12.74285714,4.63325,7.0,44.176,20.688,20.938,20.375,14.69,14.728,91.24533333,0.0,65536.0,0.0,60.0,0.0,0.0,65535.0,58439.5,65535.0,65535.0,50872.0
893,0.108333333,87.2668,21.6274,252.2596,115.9425714,94.5,0.0,0.0,7.616666667,131.3,24.175,1.658,101.3033333,1.395,55.71425,-0.6,1.55425,6.39325,0.3,21.575,6.088666667,10.0,44.176,21.0315,20.938,20.2004,27.65,32.777,37.415,0.0,6814.0,0.0,58.75,0.0,0.0,65535.0,64193.0,65535.0,65535.0,55068.0
898,0.109,84.8,22.34866667,0.143,0.0,0.0,0.0,0.0,3.864,128.5,21.5,2.08,101.3557143,0.483,81.169,-0.566666667,1.892,6.3875,0.0,17.925,5.3055,8.2666,44.176,21.563,21.0,20.563,20.59,20.878,84.817,0.0,65536.0,0.0,59.33333333,0.0,0.0,65535.0,58417.5,65535.0,65535.0,50376.0
905,0.109,81.41675,22.3686,8.13825,5.041,1.75,0.0,0.0,4.035,121.7333333,21.1,2.136666667,101.1385714,0.364,85.584,-0.46,1.9595,6.366,0.0,16.98,5.09175,8.0,44.176,21.344,21.188,20.75,20.13,20.4425,90.316,0.0,33033.0,0.0,60.0,1.0,0.0,65535.0,57163.0,65535.0,65535.0,49332.5
908,0.108666667,80.111,22.256,762.408,305.5083333,274.6666667,0.0,0.0,6.97,125.55,23.025,2.18,101.125,0.6065,76.147,-0.5,1.892,6.365,0.44975,19.1,5.3,8.555666667,44.176,21.219,21.25,20.813,22.37,23.0005,83.927,0.0,65536.0,0.0,59.0,0.0,0.0,65535.0,59495.5,65535.0,65535.0,50431.5
981,0.108,73.0,22.83033333,1253.495,539.2988,583.3333333,0.0,0.0,4.003333333,272.8666667,17.15,1.38,100.864,0.575,70.6175,-0.5,1.351,6.33325,1.8665,14.5,5.125,8.1665,44.176,19.688,21.375,20.54725,15.61,18.151,69.2845,328.2,65536.0,0.0,59.33333333,0.0,0.0,65535.0,52909.2,65535.0,65535.0,44032.0
1006,0.10775,67.6668,22.52183333,1439.268333,649.04775,713.25,0.0,0.0,3.97625,257.9333333,22.24,1.2825,101.0175,1.430666667,46.628,-0.5,1.216,6.33,4.9165,21.02,5.75,9.0,44.17604,18.438,20.594,19.5,20.51,22.8875,49.79766667,339.78,65536.0,0.0,59.66666667,0.0,0.0,65535.0,55728.66667,65535.0,65535.0,46276.0
1008,0.107,66.91675,22.34775,1608.6225,660.5498,766.0,0.0,0.0,5.49,224.15,24.675,1.234,100.9666667,1.8746,39.6202,-0.5,1.081,6.344,0.0,18.1,5.722333333,9.0,44.176,18.396,20.5,19.375,23.57666667,24.65875,49.386,324.84,65536.0,0.0,59.0,0.0,0.0,65535.0,55681.0,65535.0,65535.0,46566.25
1010,0.107,67.5,21.951,1220.108333,505.08975,579.5,0.0,0.0,5.35,237.2333333,26.43333333,1.29,100.8733333,2.1664,37.2556,-0.5,1.297,6.352,9.800166667,25.825,6.9665,11.22233333,44.176,18.563,20.438,19.25,26.03,27.1155,39.332,310.7925,28363.0,0.0,59.5,0.0,0.0,65535.0,56015.0,65535.0,65535.0,46392.0
1016,0.1064,66.5332,22.04533333,0.0444,0.0,0.0,0.0,0.0,1.74,237.675,19.48,1.43125,100.8771429,0.821666667,62.098,-0.475,1.622,6.39,0.0,15.62857143,5.222333333,8.0,44.176,19.75,20.25,19.25,18.15,18.7015,58.819,281.12,65536.0,0.0,60.0,0.0,0.0,65535.0,53221.0,65535.0,65535.0,45296.0
1028,0.107,63.25,22.398,947.556,402.32075,433.0,0.0,0.0,4.23,237.1666667,23.76,1.52,100.472,1.398,53.844,-0.4,1.351,6.3585,0.0,16.625,4.795142857,7.8,44.176,19.25,20.344,19.563,18.87,19.261,72.814,243.845,65536.0,0.0,59.5,0.0,0.0,65535.0,64696.5,65535.0,65535.0,57483.33333
1032,0.106,62.9334,21.92266667,1529.135,619.9395,712.0,0.0,0.0,13.24,249.65,31.325,1.73,100.34,2.840666667,39.181,-0.75,1.216,6.3725,3.033,23.06666667,6.1,10.0,44.176,19.25,20.313,19.438,29.32,30.12525,40.37033333,0.0,65536.0,0.0,59.0,0.0,0.0,65535.0,65535.0,65535.0,65535.0,61027.5
1040,0.105,61.889,19.51333333,0.872,0.0,0.0,0.0,0.0,2.0625,239.075,26.5,1.555,100.37,1.885166667,45.1395,-0.7,1.351,6.4275,0.0,21.06666667,5.5835,9.0,44.176,21.08366667,20.26575,19.643,24.75,27.2935,44.881,0.0,65536.0,0.0,60.0,0.0,0.0,65535.0,65535.0,65535.0,65535.0,58292.0
1043,0.106,61.0835,22.149,0.5454,0.0,0.0,0.0,0.0,1.5,284.2,24.675,1.5625,100.326,1.5514,50.474,-0.5,1.351,6.4325,0.0,19.05,5.133,8.0,44.176,21.438,20.375,19.9845,21.97,23.39133333,52.495,0.0,65536.0,0.0,60.0,0.0,0.0,65535.0,65535.0,65535.0,65535.0,59011.85714
1044,0.106,61.9165,22.229,0.4765,0.0,0.0,0.0,0.0,1.396666667,291.55,24.16666667,1.546666667,100.304,1.4595,51.14833333,-0.4,1.4865,6.438,0.0,18.6,4.9,8.0,44.176,21.438,20.438,20.094,21.24,23.2545,55.623,0.0,65536.0,0.0,59.66666667,0.0,0.0,65535.0,65535.0,65535.0,65535.0,59094.5
1047,0.106,59.77766667,22.27875,0.260666667,0.0,0.0,0.0,0.0,1.445,299.35,23.08,1.5175,100.194,1.29675,54.168,-0.5,1.351,6.426666667,0.0,17.7,4.733,7.5,44.176,21.417,20.563,20.313,21.05,22.872,55.0255,0.0,65536.0,0.0,59.66666667,0.0,0.0,65535.0,65535.0,65535.0,65535.0,59158.5
1048,0.106,60.1665,20.942,0.17,0.0,0.0,0.0,0.0,1.035,310.0,22.025,1.535,100.1833333,1.1432,58.7858,-0.55,1.441333333,6.426,0.0,16.66666667,4.6,7.0,44.176,21.375,20.6095,20.375,18.79,21.419,57.852,0.0,65536.0,0.0,60.0,0.0,0.0,65535.0,65535.0,65535.0,65535.0,59547.83333
1050,0.106,58.667,22.38,125.2193333,59.959,42.4,0.0,0.0,0.9625,163.2,20.525,1.5375,100.2175,0.879,63.7235,-0.525,1.55425,6.4275,0.0,15.98333333,4.489,7.0,44.176,21.2345,20.719,20.438,18.42666667,20.9135,61.84466667,0.0,3036.5,0.0,60.0,0.0,0.0,65535.0,65535.0,65535.0,65535.0,59586.5
1051,0.106,57.66666667,22.42766667,445.0935,253.1878333,245.8,0.0,0.0,3.9975,243.15,24.18,1.595,100.206,1.3585,54.05433333,-0.5,1.351,6.41975,0.0,17.55,4.55,7.0,44.176,21.188,20.75,20.5,17.89,20.50566667,66.021,0.0,8207.0,0.0,60.66666667,0.0,0.0,65535.0,65535.0,65535.0,65535.0,60709.0
1056,0.105,55.75,22.193,1485.7275,602.46775,720.6666667,0.0,0.0,11.81,239.7,30.2,1.625,100.17,2.648333333,37.9828,-0.266666667,1.216,6.4326,0.85,23.68,5.56,9.0,44.176,21.063,20.875,20.5,26.97666667,29.818,35.306,0.0,65536.0,0.0,59.0,0.0,0.0,65535.0,65535.0,65535.0,65535.0,64377.75
1064,0.10475,53.3335,22.02066667,0.694,0.0,0.0,0.0,0.0,4.346,177.2,25.675,1.675,100.2933333,1.657,50.4218,-0.7,1.531666667,6.4686,0.0,21.3,5.167,8.0,44.176,22.313,21.01575,20.75,24.41,25.9565,49.8105,0.0,65536.0,0.0,60.5,0.0,0.0,65535.0,65535.0,65535.0,65535.0,60294.0
1069,0.105,52.11133333,22.22166667,0.160428571,0.0,0.0,0.0,0.0,1.2725,269.0,21.95,1.705,100.205,0.9082,64.93566667,-0.5,1.55425,6.486,0.0,18.18333333,4.511,7.0,44.176,22.4065,21.20866667,21.125,20.5,22.25,65.499,0.0,65536.0,0.0,60.5,0.0,0.0,65535.0,65535.0,65535.0,65535.0,60548.5
1071,0.105,51.5,22.322,0.009,0.0,0.0,0.0,0.0,1.216666667,106.2,18.7,1.640833333,100.176,0.498833333,76.115,-0.4,1.622,6.4746,0.0,16.34,4.162,6.6666,44.176,22.313,21.25,21.22933333,17.415,19.2685,71.473,0.0,65536.0,0.0,60.66666667,0.0,0.0,65535.0,65535.0,65535.0,65535.0,60429.6
1074,0.105,51.0,22.4472,151.229,82.1018,36.33333333,0.0,0.0,0.845,223.78,16.26666667,1.6,100.1366667,0.28275,86.895,-0.525,7.2295,6.458,0.0,14.78,3.8585,6.0,44.176,22.08366667,21.375,21.313,13.95,15.485,87.575,0.0,1195.0,0.0,61.0,0.0,0.0,65535.0,65535.0,65535.0,65535.0,59374.25
1102,0.104,43.9334,22.761,899.5862,380.9138333,600.5,0.0,0.0,12.37,245.1,16.575,1.178,100.0381818,0.733142857,63.14071429,-0.4,1.41875,6.422333333,0.0,13.95,4.10825,6.25,44.176,21.5625,21.875,21.594,15.45,16.765,66.094,0.0,65536.0,0.0,61.0,0.0,0.0,65535.0,65535.0,65535.0,65535.0,61410.66667
1112,0.103,40.9334,22.758,0.0,0.0,0.0,0.0,0.0,5.595,245.925,16.82,0.61,100.748,1.261428571,23.818,-0.3,1.189,6.466,0.0,12.475,3.85,6.0,44.176,20.813,21.688,21.063,15.11,17.753,47.65633333,0.0,65536.0,1.0,61.75,0.0,0.0,65535.0,65460.5,65535.0,65535.0,59412.0
1116,0.103,37.4165,23.00875,0.0,0.0,0.0,0.0,0.0,4.186666667,265.2333333,12.875,0.87,100.97,0.610833333,58.2268,-0.425,1.2835,6.4694,0.0,9.38,3.3,5.0,44.176,20.3504,21.563,20.875,9.87,13.269,57.5358,0.0,65536.0,2.333333333,62.16666667,0.0,0.0,65535.0,64806.33333,65535.0,65535.0,59638.5
1120,0.102,39.778,23.1496,0.0,0.0,0.0,0.0,0.0,1.86,139.58,9.4,0.822,101.074,0.335333333,70.5185,-0.4,1.4865,6.466,0.0,6.85,2.972,4.444333333,44.176,19.719,21.438,20.625,6.33,9.568,69.4164,0.0,65536.0,4.0,63.0,0.0,0.0,65535.0,64250.0,65535.0,65535.0,59103.0
1121,0.102666667,39.55533333,23.1826,1.9015,2.633666667,2.0,0.0,0.0,4.112,226.75,10.17142857,0.846,101.066,0.40125,67.6178,-0.385714286,1.622,6.47,0.0,6.75,2.9,4.0,44.176,19.56266667,21.42225,20.5315,5.43,8.0095,71.671,0.0,32866.5,4.75,63.5,0.0,0.0,65535.0,63847.66667,65535.0,65535.0,58915.0
1137,0.101,38.66666667,22.575,0.0008,0.0,0.0,0.0,0.0,1.354285714,32.46,14.01666667,1.046,101.0542857,0.559,65.58175,-0.433333333,1.351,6.46675,0.0,12.1,3.5,5.08325,44.176,19.625,20.563,19.563,10.98,13.593,65.2968,0.0,65536.0,10.0,62.0,0.0,0.0,65535.0,65535.0,65535.0,65535.0,62163.5
1142,0.10125,37.8335,22.81271429,0.0,0.0,0.0,0.0,0.0,3.533333333,230.4,13.13333333,1.11,100.925,0.403333333,74.477,-0.3,1.622,6.4528,0.0,9.8,3.1,5.0,44.176,19.29725,20.5,19.625,10.07,11.94,82.98466667,0.0,65536.0,10.0,61.33333333,0.0,0.0,65535.0,65535.0,65535.0,65535.0,61201.66667
1143,0.102,37.333,22.8178,0.0045,0.0,0.0,0.0,0.0,2.365,293.825,13.65,0.99,100.9142857,0.544333333,64.218,-0.46,1.622,6.4528,0.0,9.8,3.0868,5.0,44.176,19.1565,20.5,19.625,10.73,12.071,78.277,0.0,65536.0,9.6,61.0,0.0,0.0,65535.0,65535.0,65535.0,65535.0,60952.33333
1144,0.101,37.4,22.90133333,0.0,0.0,0.0,0.0,0.0,8.886,260.1,13.98333333,1.07,100.9616667,0.5754,67.6856,-0.45,1.576833333,6.45925,0.0,10.02,3.0136,5.0,44.175975,19.0,20.5,19.594,11.41666667,13.10733333,72.01233333,0.0,65536.0,11.0,62.0,0.0,0.0,65535.0,65535.0,65535.0,65535.0,60915.0
1146,0.1015,36.333,22.981,133.0053333,77.3228,63.75,0.0,0.0,6.69,270.4,11.56,1.086666667,101.04,0.2722,79.86516667,-0.525,1.622,6.4575,0.0,8.9,2.9,4.0,44.176,18.81275,20.438,19.5,8.923333333,11.59,79.503,0.0,1787.0,10.33333333,61.25,0.0,0.0,65535.0,65535.0,65535.0,65535.0,61640.0
1147,0.1014,36.83325,23.0152,277.2293333,138.453,143.5,0.0,0.0,8.47,250.0,12.25,1.12,101.07,0.3058,78.6085,-0.266666667,1.531666667,6.4546,0.0,9.52,2.9,4.0,44.176,18.68766667,20.438,19.4504,9.863333333,11.133,82.15633333,0.0,10804.66667,11.0,61.33333333,0.0,0.0,65535.0,65535.0,65535.0,65535.0,61601.0
1149,0.1015,35.77783333,22.9414,1065.674,561.538,450.5,0.0,0.0,6.5275,252.8285714,13.5,1.18,101.142,0.393,74.781,-0.45,1.531666667,6.49175,0.0,12.275,3.18325,5.0,44.176,18.438,20.375,19.375,12.01,13.78275,75.80666667,0.0,65536.0,10.0,61.25,0.0,0.0,65535.0,65535.0,65535.0,65535.0,64145.5
1150,0.101,35.889,22.82366667,1058.388,426.5976667,515.0,0.0,0.0,6.7625,265.1,14.975,1.1575,101.1416667,0.5378,67.8146,-0.46,1.351,6.46575,0.0,14.875,3.457142857,5.0,44.176,18.344,20.375,19.313,13.04,14.8625,68.7635,0.0,65536.0,10.0,60.75,0.0,0.0,65535.0,65535.0,65535.0,65535.0,65451.0
1154,0.101,35.47642857,22.079,852.36625,495.445,517.75,0.0,0.0,5.18,279.12,18.4,1.025,101.0633333,1.105,48.5886,-0.466666667,1.351,6.47075,0.0,20.625,4.1835,6.75,44.176,18.344,20.188,19.063,18.02,20.087,45.718,0.0,15142.0,9.5,60.33333333,0.0,0.0,65535.0,65535.0,65535.0,65535.0,65475.4
1155,0.101,35.6665,21.911,499.592,298.69475,256.5,0.0,0.0,4.38,295.825,18.3,0.973333333,101.074,1.128,45.88875,-0.575,1.135,6.4792,0.0,19.675,4.233333333,7.0,44.176,18.375,20.188,19.0,17.17,21.812,40.961,0.0,12241.5,9.5,60.0,0.0,0.0,65535.0,65535.0,65535.0,65535.0,65535.0
1157,0.101,35.75025,22.176,127.31925,70.31885714,59.0,0.0,0.0,4.045,264.36,18.125,0.82,101.1366667,1.2405,39.967,-0.466666667,1.216,6.52675,0.0,15.575,3.811,6.0,44.176,18.625,20.08366667,19.0,15.81,20.79,35.76233333,0.0,3360.0,10.0,61.0,0.0,0.0,65535.0,65535.0,65535.0,65535.0,64687.66667
1159,0.101,35.5,22.56175,0.0,0.0,0.0,0.0,0.0,1.166666667,311.5333333,13.1,0.8575,101.216,0.640666667,56.76783333,-0.5,1.4594,6.4766,0.0,11.6,3.3,5.0,44.176,18.969,20.063,18.938,12.29,14.23725,53.3362,0.0,65536.0,11.0,61.0,0.0,0.0,65535.0,65535.0,65535.0,65535.0,62224.75
1160,0.101,34.83325,22.708,0.0,0.0,0.0,0.0,0.0,0.893333333,308.1833333,10.73333333,0.826666667,101.2571429,0.471833333,63.6316,-0.4,1.351,6.48,0.0,10.03333333,3.1,5.0,44.176,19.054,20.042,18.97933333,7.82,10.5795,65.772,0.0,65536.0,11.0,61.0,0.0,0.0,65535.0,65535.0,65535.0,65535.0,62425.0
1161,0.101,34.83325,22.8195,0.0,0.0,0.0,0.0,0.0,0.9075,274.1333333,8.9,0.816,101.27,0.32275,71.6345,-0.375,2.072,6.47575,0.0,8.6,2.833,4.0,44.176,19.063,20.0,19.0,6.13,8.768666667,73.3455,0.0,65536.0,11.0,61.8,0.0,0.0,65535.0,65535.0,65535.0,65535.0,62185.0
1162,0.101,35.667,22.96133333,0.0,0.000666667,0.0,0.0,0.0,0.5925,277.325,8.1,0.806666667,101.2725,0.246,77.18,-0.4,3.946,6.47425,0.0,7.98,2.74,4.0,44.176,19.0,20.0,19.0,4.7,7.194666667,80.1585,0.0,65536.0,11.0,62.14285714,0.0,0.0,65535.0,65535.0,65535.0,65535.0,61936.4
1163,0.101,34.50025,23.0395,0.0,0.0,0.0,0.0,0.0,0.934,274.3,7.25,0.83,101.28,0.23,77.52275,-0.35,7.117,6.449,0.0,7.2,2.6,4.0,44.176,18.917,20.0,19.063,3.643333333,6.351,83.749,0.0,65536.0,12.5,63.5,0.0,0.0,65535.0,65535.0,65535.0,65535.0,61710.5
1164,0.101,34.111,23.079,0.0,0.0,0.0,0.0,0.0,0.6175,281.2333333,6.38,0.792,101.2866667,0.1658,83.056,-0.5,9.91,6.48,0.0,6.3,2.5,4.0,44.176,18.7815,20.0,19.063,3.06,5.6285,86.5485,0.0,65536.0,12.5,62.66666667,0.0,0.0,65535.0,65474.75,65535.0,65535.0,61311.25
1167,0.101,34.5332,23.14766667,0.0,0.0,0.0,0.0,0.0,1.091666667,285.575,7.8,0.876,101.266,0.194,83.50725,-0.375,13.2432,6.467285714,0.0,6.214285714,2.4,4.0,44.176,18.297,20.0,19.0,4.69,5.4935,91.3985,0.0,65536.0,13.0,63.33333333,0.0,0.0,65535.0,64683.33333,65535.0,65535.0,60709.0
1169,0.101,33.99975,23.08633333,6.167142857,0.5368,0.0,0.0,0.0,1.6625,287.8,10.26666667,0.92,101.2725,0.32575,74.0565,-0.3,2.973,6.4592,0.0,6.9,2.46675,4.0,44.176,17.93766667,19.938,18.917,7.416666667,8.238,89.025,0.0,32882.0,11.5,62.0,0.0,0.0,65535.0,64446.66667,65535.0,65535.0,59957.33333
1172,0.101,33.0,23.011,612.11675,255.9653333,225.5,0.0,0.0,3.363333333,282.3,13.18,1.001666667,101.3133333,0.516166667,66.137,-0.475,1.4865,6.4554,0.0,9.96,2.6598,4.0,44.176,17.5,19.844,18.688,10.17,11.759,76.7,0.0,65536.0,11.0,60.33333333,0.0,0.0,65535.0,65535.0,65535.0,65535.0,61195.0
1173,0.1006,32.83325,22.92175,952.7335,387.8956,355.3333333,0.0,0.0,2.795,262.175,14.65,1.043333333,101.316,0.6262,62.2065,-0.533333333,1.261,6.462,0.0,10.93333333,2.8,4.0,44.176,17.33366667,19.813,18.60433333,11.58,14.211,65.015,0.0,65536.0,11.5,61.0,0.0,0.0,65535.0,65535.0,65535.0,65535.0,61615.25
1194,0.1,31.0,23.15016667,34.06283333,18.7142,13.0,0.0,0.0,1.401428571,302.92,6.733333333,0.871428571,101.275,0.115333333,88.496,-0.425,16.5404,6.4765,0.0,4.2,2.0,3.0,44.176,16.838,19.25,18.063,3.25,5.8475,93.55,0.0,1686.25,15.0,63.0,0.0,0.0,65535.0,63173.0,65535.0,65535.0,59175.5
1196,0.1,30.77766667,23.125,595.305,289.26775,264.6,0.0,0.0,4.396666667,280.4333333,10.0,1.0625,101.27,0.2005,85.9425,-0.383333333,5.60825,6.4712,0.0,6.857142857,2.175,3.0,44.176,16.6565,19.188,17.969,3.49,6.773,94.944,0.0,51923.75,13.0,61.5,0.0,0.0,65535.0,63209.66667,65535.0,65535.0,59080.0
1197,0.1,30.9998,23.0175,1073.181,451.0946667,501.2,0.0,0.0,5.45,289.25,13.56666667,1.143333333,101.2466667,0.385666667,74.817,-0.425,1.622,6.476,0.0,8.96,2.31675,3.666666667,44.176,16.5,19.146,17.896,8.035,11.549,86.754,0.0,65536.0,13.0,61.0,0.0,0.0,65535.0,65111.0,65535.0,65535.0,60532.5
1230,0.098,29.16675,22.1315,1.78125,0.998,1.333333333,0.0,0.0,1.205,313.025,13.45,0.8475,101.4116667,0.794666667,51.061,0.0,1.2835,6.5294,0.0,12.31666667,2.744333333,4.0,44.176,16.6565,18.188,16.813,13.12,16.35933333,44.2955,0.0,8.5,14.0,60.0,0.0,0.0,65535.0,64012.5,65535.0,65535.0,60785.0
1233,0.098,30.333,22.588,0.0,0.0,0.0,0.0,0.0,1.66,296.45,12.03333333,0.875,101.492,0.53375,62.0715,-0.4,1.4865,6.50075,0.0,9.1,2.3,3.0,44.176,16.875,18.125,16.917,8.925,10.78125,70.32114286,0.0,65536.0,14.66666667,61.0,0.0,0.0,65535.0,62110.0,65535.0,65535.0,59828.0
1235,0.098,28.4,22.71125,0.0,0.0,0.0,0.0,0.0,1.15,263.25,11.74,0.93,101.4875,0.45575,67.14375,-0.5,1.531666667,6.4985,0.0,8.55,2.2,3.0,44.176,16.813,18.125,17.0,9.355,11.20714286,71.181,0.0,65536.0,14.0,61.0,0.0,0.0,65535.0,61785.75,65535.0,65535.0,59411.66667
1236,0.098,28.16675,22.74466667,0.0045,0.0,0.0,0.0,0.0,2.286666667,267.25,10.8,0.923333333,101.4775,0.362,72.099,-0.35,1.55425,6.4975,0.0,7.622222222,2.15,3.0,44.176,16.7815,18.1095,17.0315,7.69,10.7705,72.817,0.0,65536.0,14.0,60.8,0.0,0.0,65535.0,61640.33333,65535.0,65535.0,59306.16667
1238,0.098,25.16675,22.753,0.0,0.002,0.0,0.0,0.0,2.205,266.4,9.1,0.9,101.472,0.253,77.6535,-0.35,1.622,6.4982,0.0,6.366666667,2.0,3.0,44.176,16.6565,18.125,17.063,6.103333333,9.051666667,79.19383333,0.0,65536.0,15.0,61.6,0.0,0.0,65535.0,61511.4,65535.0,65535.0,59216.33333
1240,0.098,27.91675,22.90825,0.0,0.0,0.0,0.0,0.0,3.09,254.7,9.35,0.958333333,101.4575,0.2234,81.2208,-0.425,1.622,6.5,0.0,6.366666667,2.0,3.0,44.175975,16.45866667,18.125,17.063,6.9,8.0975,82.896,0.0,65536.0,15.33333333,62.0,0.0,0.0,65535.0,61135.2,65535.0,65535.0,59048.66667
1241,0.098,27.75,22.9188,3.62,0.755,0.2,0.0,0.0,2.82,270.2333333,8.166666667,0.9525,101.46,0.16075,86.228,-0.4,1.757,6.501,0.0,5.866666667,1.8835,3.0,44.176,16.375,18.125,17.04725,6.906,8.83525,85.068,0.0,13168.8,15.0,61.0,0.0,0.0,65535.0,60961.0,65535.0,65535.0,58780.0
1243,0.098,27.0,23.0074,554.081,245.979,235.4,0.0,0.0,3.96,266.725,9.9,1.0525,101.5516667,0.17575,85.75775,-0.35,1.622,6.50075,0.0,7.225,1.933333333,3.0,44.176,16.063,18.10433333,16.969,4.986,7.794,89.1775,0.0,5209.0,15.0,62.0,0.0,0.0,65535.0,61240.0,65535.0,65535.0,58972.33333
1271,0.096666667,24.99966667,22.43766667,1443.552,611.2666667,721.5,0.0,0.0,4.016666667,168.45,22.475,1.105,101.5066667,1.5988,40.9322,-0.533333333,1.351,6.57325,0.0,18.9,2.5165,4.0,44.176,15.438,17.813,16.563,18.97,23.82,42.81,0.0,65536.0,13.0,59.5,0.0,0.0,65535.0,65535.0,65535.0,65535.0,61593.33333
1280,0.096,24.41675,22.161,0.0036,0.000333333,0.0,0.0,0.0,5.725,160.7,16.76666667,1.242,101.32,0.657,65.107,-0.5,1.351,6.56,0.0,13.08571429,2.089,3.0,44.176,17.219,17.625,16.51575,13.45,16.757,62.594,0.0,65536.0,12.66666667,60.5,0.0,0.0,65535.0,61131.5,65535.0,65535.0,60596.5
1316,0.0955,22.25,22.537,366.54,176.57725,129.2,0.0,0.0,3.073333333,215.2,17.775,1.672,100.055,0.3585,82.171,-0.4,5.495333333,6.62,0.0,13.65,1.5,2.0,44.176,17.875,18.20866667,17.688,15.79,16.0015,89.68633333,0.0,37232.0,9.333333333,59.0,33.66666667,15.0,65535.0,65535.0,65535.0,65535.0,61671.0
1317,0.0956,20.889,22.50566667,1005.303333,422.0363333,341.3333333,0.0,0.0,3.861666667,240.1333333,19.21666667,1.73,100.0133333,0.526428571,77.517,-0.4,2.522666667,6.611166667,0.0,14.8,1.7,2.0,44.176,17.8595,18.25,17.667,17.26,18.09325,86.432,0.0,65536.0,8.5,60.0,7.0,5.5,65535.0,65535.0,65535.0,65535.0,60980.66667
